n,z,betaMinusTwoNeutronEmission(keV)
4,1,1818.5920000000006
5,1,23308.173010000002
6,1,21761.129880000004
3,2,-33578.40212
4,2,-23873.731119999997
5,2,-1748.3951199999992
6,2,1380.1664400000009
7,2,9886.08525
8,2,12108.705879999998
4,3,-38374.531489999994
5,3,-13571.865119999999
6,3,-6956.72912
7,3,11968.31988
8,3,13237.171879999998
9,3,20259.453879999997
10,3,20661.089879999996
4,4,-58520.964120000004
5,4,-32470.73812
6,4,-26456.718119999998
7,4,-8381.953119999998
8,4,-3115.4861200000014
9,4,8848.735880000004
10,4,10442.46788
11,4,17121.236880000008
12,4,17640.816880000002
5,5,-39156.29412
6,5,-36385.89912
7,5,-18471.91112
8,5,-10230.08512
9,5,7521.049880000002
10,5,9689.73355
11,5,17949.169600000005
12,5,17700.540879999997
13,5,21955.87088
14,5,22595.73488
15,5,28339.66688
16,5,29826.496880000002
6,6,-54942.66312
7,6,-37383.270789999995
8,6,-30460.81084
9,6,-11614.972119999999
10,6,-5311.9199499999995
11,6,4787.805790000002
12,6,3092.722880000001
13,6,8401.038880000004
14,6,8247.763880000002
15,6,13644.108880000003
16,6,15702.068880000003
17,6,22796.44888
7,7,-45292.55429
8,7,-39156.63003
9,7,-18466.51012
10,7,-11128.179119999999
11,7,1707.5330500000018
12,7,522.3830899999994
13,7,6406.678220000002
14,7,5756.4208800000015
15,7,11825.996880000002
16,7,12515.758879999998
17,7,21512.33188
18,7,25218.99288
7,8,-55317.01411999999
8,8,-52844.041289999994
9,8,-33518.15233
10,8,-27600.63446
11,8,-14761.47912
12,8,-13219.57612
13,8,-6593.156999999999
14,8,-6842.14112
15,8,-1473.6601200000005
16,8,-435.6081200000008
17,8,7901.130880000001
18,8,10973.888879999999
19,8,17193.19688
20,8,17262.708880000002
9,9,-39256.299119999996
10,9,-34130.533240000004
11,9,-21477.716119999997
12,9,-17942.29512
13,9,-6307.327949999999
14,9,-7125.5971199999985
15,9,-573.4041199999992
16,9,345.5758800000003
17,9,8483.66088
18,9,11026.34488
19,9,16780.04588
20,9,16956.64388
21,9,21517.625880000003
22,9,22300.56088
9,10,-49110.16211999999
10,10,-48222.560289999994
11,10,-34803.79612
12,10,-31017.841119999997
13,10,-19111.824119999997
14,10,-16912.88712
15,10,-8648.2856
16,10,-7243.62112
17,10,266.08788000000277
18,10,2017.8818800000008
19,10,7774.957880000002
20,10,8125.7988799999985
21,10,12358.963880000003
22,10,12381.693880000003
23,10,17741.332879999998
24,10,18059.21188
10,11,-50165.88712
11,11,-38801.72112
12,11,-36576.340639999995
13,11,-24160.55112
14,11,-20026.77512
15,11,-9069.83812
16,11,-8467.645120000001
17,11,-916.4071199999998
18,11,1123.9518800000005
19,11,7351.979880000003
20,11,6715.754880000004
21,11,11378.888879999999
22,11,10759.62888
23,11,16366.378880000004
24,11,16725.49088
25,11,21437.03988
26,11,21351.57788
27,11,25382.20488
28,11,25622.885879999998
11,12,-48706.31112
12,12,-48277.214120000004
13,12,-36083.48912
14,12,-32308.36812
15,12,-21813.25612
16,12,-18952.44312
17,12,-9558.132119999998
18,12,-8173.290119999998
19,12,-1057.0261200000004
20,12,-1107.421119999999
21,12,3770.945880000003
22,12,3280.0558800000035
23,12,7994.531879999999
24,12,7235.141879999999
25,12,12292.57188
26,12,11980.979880000003
27,12,16822.799880000002
28,12,16937.36388
29,12,20467.36388
11,13,-49831.44812
12,13,-49008.61012
13,13,-39097.96111999999
14,13,-37166.82212
15,13,-25852.35212
16,13,-21965.89312
17,13,-10513.95501
18,13,-9198.26358
19,13,-2809.04212
20,13,-1690.9811199999986
21,13,4937.4338800000005
22,13,4147.961880000003
23,13,9799.43188
24,13,8058.4078800000025
25,13,12763.48888
26,13,11918.87588
27,13,16847.66288
28,13,16127.011880000002
29,13,20180.487879999997
30,13,18927.36388
12,14,-57303.63911999999
13,14,-48717.14112
14,14,-48608.433229999995
15,14,-37378.68566
16,14,-33427.742119999995
17,14,-22138.82412
18,14,-20019.469119999998
19,14,-12216.419700000002
20,14,-11829.44412
21,14,-4196.76612
22,14,-4030.059119999998
23,14,2143.660880000003
24,14,-61.890120000000024
25,14,5173.727879999999
26,14,4145.80488
27,14,9831.99988
28,14,8836.55288
29,14,13167.13088
30,14,12075.52188
31,14,15907.36388
13,15,-50970.492119999995
14,15,-50586.48512
15,15,-40416.695120000004
16,15,-37488.75754
17,15,-26388.25812
18,15,-23437.45512
19,15,-14675.80098
20,15,-14414.58682
21,15,-6461.992119999999
22,15,-6292.438119999999
23,15,-100.0601200000001
24,15,-2020.8461200000002
25,15,2579.3908800000027
26,15,2040.2688799999996
27,15,7787.05588
28,15,7905.9438800000025
29,15,12605.11188
30,15,12012.82488
31,15,15901.599880000002
32,15,16007.36388
14,16,-58471.89012
15,16,-49207.16712
16,16,-46832.72126
17,16,-35693.94242
18,16,-32739.61912
19,16,-23985.50612
20,16,-22366.69112
21,16,-14025.53012
22,16,-13481.844119999998
23,16,-7543.756119999998
24,16,-9182.370119999996
25,16,-5350.99812
26,16,-6222.5661199999995
27,16,-1030.9051199999994
28,16,-515.1021199999996
29,16,4676.873879999999
30,16,4976.336880000003
31,16,9319.907880000002
32,16,9982.312880000001
33,16,13828.36388
14,17,-61146.18811999999
15,17,-51548.34212
16,17,-48470.97612
17,17,-38382.37012
18,17,-35771.873120000004
19,17,-27286.35112
20,17,-24856.89912
21,17,-15709.21012
22,17,-14995.17512
23,17,-8985.627120000001
24,17,-10207.633119999999
25,17,-5934.506150000001
26,17,-7234.636119999996
27,17,-2198.931120000001
28,17,-2395.3691199999994
29,17,2795.6748799999987
30,17,4048.1648800000003
31,17,9348.618880000002
32,17,9964.637880000002
33,17,13912.29088
34,17,15207.36388
35,17,19447.36388
15,18,-59786.931119999994
16,18,-56510.92912
17,18,-46729.92512
18,18,-45154.17812
19,18,-35917.42212
20,18,-33440.28112
21,18,-24584.630119999998
22,18,-22381.77609
23,18,-15402.95077
24,18,-17029.817119999996
25,18,-12592.898320000004
26,18,-13793.865119999995
27,18,-9338.043119999998
28,18,-10132.39312
29,18,-4894.267120000004
30,18,-3083.6341200000024
31,18,2509.3458800000044
32,18,2911.8458800000008
33,18,6978.85988
34,18,8205.21688
35,18,13163.82088
36,18,13554.991880000001
16,19,-58345.52911999999
17,19,-48449.818119999996
18,19,-46132.83712
19,19,-38492.23011999999
20,19,-36813.76147
21,19,-27619.63012
22,19,-24419.477919999998
23,19,-16318.26512
24,19,-17580.122119999996
25,19,-13376.841120000001
26,19,-14349.406119999996
27,19,-10087.835119999992
28,19,-11042.38812
29,19,-5287.508119999999
30,19,-3409.4671199999975
31,19,2354.378880000004
32,19,2641.9098799999992
33,19,6308.965880000003
34,19,7893.951879999997
35,19,12973.635879999998
36,19,13715.07088
37,19,16997.95088
38,19,16637.73888
39,19,19297.75388
40,19,19167.36388
17,20,-56378.70612
18,20,-54351.13911999999
19,20,-47205.34312
20,20,-46740.03812
21,20,-37107.818119999996
22,20,-34166.57612
23,20,-25909.14912
24,20,-25490.36312
25,20,-20766.71612
26,20,-21466.211119999996
27,20,-17414.980119999997
28,20,-18605.861120000005
29,20,-13105.79712
30,20,-11227.783120000004
31,20,-5912.499119999997
32,20,-5871.788119999994
33,20,-2279.990119999995
34,20,-779.6631200000011
35,20,3976.543880000001
36,20,4784.9078800000025
37,20,8139.471880000001
38,20,7843.211880000003
39,20,11047.01688
40,20,10336.93288
41,20,13696.91388
18,21,-55485.362120000005
19,21,-48035.98912
20,21,-47284.996119999996
21,21,-39270.200119999994
22,21,-36633.24712
23,21,-28854.318120000004
24,21,-27899.366120000002
25,21,-20355.693119999993
26,21,-21469.212119999993
27,21,-16518.450119999998
28,21,-17767.47112
29,21,-12186.804120000004
30,21,-10828.97712
31,21,-5234.3291199999985
32,21,-5179.226120000003
33,21,-1102.8721200000036
34,21,-103.31112000000212
35,21,4085.327879999997
36,21,4310.17988
37,21,7800.789880000004
38,21,7429.66188
39,21,10225.031880000002
40,21,10237.36388
41,21,13267.061880000001
42,21,13297.36388
19,22,-54410.17512
20,22,-53716.98912
21,22,-45768.227119999996
22,22,-46071.222120000006
23,22,-37236.544120000006
24,22,-36462.82612
25,22,-29193.80712
26,22,-27559.69112
27,22,-22699.578120000002
28,22,-23096.49812
29,22,-17913.444119999996
30,22,-16397.094119999998
31,22,-10820.964119999993
32,22,-10443.416119999998
33,22,-6123.430119999994
34,22,-5667.364120000002
35,22,-1419.3481199999987
36,22,-876.9031200000027
37,22,2412.4268800000027
38,22,2188.249880000003
39,22,5097.980879999999
40,22,4744.765880000003
41,22,8174.48488
42,22,7590.5278800000015
43,22,10807.50488
20,23,-54468.99412
21,23,-47010.71512
22,23,-46059.07712
23,23,-39796.63412
24,23,-38634.905119999996
25,23,-31149.071119999997
26,23,-29541.700119999998
27,23,-22544.563119999995
28,23,-23013.389120000003
29,23,-17324.304119999997
30,23,-16543.596120000006
31,23,-10621.395119999997
32,23,-9980.154119999996
33,23,-5390.658119999996
34,23,-5467.375120000001
35,23,-1288.0921200000048
36,23,-1228.268119999997
37,23,2761.769879999996
38,23,1796.1738799999985
39,23,5552.69988
40,23,4613.724880000002
41,23,8389.974879999998
42,23,7925.66288
43,23,11197.341880000004
44,23,10423.36388
21,24,-53027.43712
22,24,-53074.20612
23,24,-45725.72912
24,24,-46546.20112
25,24,-38908.61212
26,24,-37107.35612
27,24,-29973.426119999993
28,24,-28935.258120000002
29,24,-23187.029120000003
30,24,-22366.628119999998
31,24,-16562.61012
32,24,-15869.517119999993
33,24,-10955.079119999999
34,24,-11222.778119999999
35,24,-6772.288119999994
36,24,-7223.56812
37,24,-3113.8101199999983
38,24,-4027.301119999993
39,24,-578.8051200000009
40,24,-1258.6491200000055
41,24,2434.4248800000023
42,24,1706.4038800000017
43,24,5554.707879999998
44,24,4917.755880000001
45,24,7807.363880000001
46,24,7137.363880000001
22,25,-53117.01212
23,25,-46649.280119999996
24,25,-46632.56112
25,25,-40760.94712
26,25,-39635.13112
27,25,-32377.563120000003
28,25,-30643.80112
29,25,-23368.78812
30,25,-22907.69512
31,25,-16799.68712
32,25,-16147.493120000003
33,25,-11363.041119999998
34,25,-11485.94712
35,25,-6955.311120000002
36,25,-7219.809119999994
37,25,-3253.4271199999966
38,25,-4109.194120000004
39,25,-253.61911999999938
40,25,-1474.3511199999957
41,25,2076.5238800000043
42,25,1495.2658800000027
43,25,5005.210880000002
44,25,4205.779879999998
45,25,7304.363880000001
46,25,6436.363880000001
47,25,9577.36388
48,25,9087.36388
23,26,-51513.36611999999
24,26,-52349.09612
25,26,-46551.82111999999
26,26,-46885.328120000006
27,26,-39747.973119999995
28,26,-38053.272119999994
29,26,-30964.68212
30,26,-28739.73112
31,26,-22294.65712
32,26,-22257.389120000003
33,26,-17461.93512
34,26,-17708.518119999997
35,26,-12833.301119999993
36,26,-13370.256120000002
37,26,-8880.086120000004
38,26,-9687.789120000005
39,26,-5508.985120000001
40,26,-6418.041119999998
41,26,-2665.847119999995
42,26,-3631.0951200000018
43,26,-19.853119999996125
44,26,-1390.0451199999989
45,26,2312.810880000001
46,26,1132.3268800000042
47,26,4237.293880000001
48,26,3497.363880000001
49,26,7127.363880000001
50,26,6807.363880000001
23,27,-51910.03912
24,27,-52014.78212
25,27,-47026.61512
26,27,-47152.01212
27,27,-41592.848119999995
28,27,-40541.80512
29,27,-32904.84212
30,27,-30152.33312
31,27,-22082.279120000003
32,27,-22288.51312
33,27,-17564.202119999998
34,27,-17883.982119999997
35,27,-13093.792119999995
36,27,-13772.160119999997
37,27,-9188.63812
38,27,-9814.950119999998
39,27,-5452.143119999997
40,27,-6338.62312
41,27,-1778.9341199999944
42,27,-2785.3951199999974
43,27,796.2228799999975
44,27,-533.9101199999968
45,27,2771.231880000003
46,27,1293.599879999998
47,27,4543.43188
48,27,3405.5228800000004
49,27,6897.363880000001
50,27,6187.363880000001
51,27,10727.36388
26,28,-53540.94812
27,28,-48338.597120000006
28,28,-48810.28512
29,28,-40591.19412
30,28,-37741.77412
31,28,-29990.455119999995
32,28,-28948.02812
33,28,-24006.211120000004
34,28,-24543.81412
35,28,-19671.46412
36,28,-20454.12712
37,28,-15688.56412
38,28,-16724.511120000006
39,28,-12621.647120000005
40,28,-13348.169119999995
41,28,-8801.739120000002
42,28,-9789.461119999996
43,28,-5812.651119999991
44,28,-7392.323119999997
45,28,-3539.6611200000007
46,28,-5059.630119999998
47,28,-1395.1911199999995
48,28,-2326.423119999996
49,28,977.5828799999981
50,28,-41.0091199999988
51,28,4560.191880000002
52,28,5406.837880000003
53,28,10175.402879999998
54,28,9816.36388
27,29,-49070.36912
28,29,-49181.650120000006
29,29,-42420.487120000005
30,29,-39951.09011999999
31,29,-32189.027120000002
32,29,-30911.02112
33,29,-24755.709119999996
34,29,-25373.59812
35,29,-20398.966119999994
36,29,-21192.88412
37,29,-16396.907120000007
38,29,-17550.165119999994
39,29,-12810.450119999998
40,29,-13998.48112
41,29,-9111.863120000005
42,29,-10435.864119999995
43,29,-6360.894119999994
44,29,-7801.295120000006
45,29,-4003.3541200000072
46,29,-5019.444120000004
47,29,-1367.5431199999985
48,29,-2446.548120000003
49,29,1370.9138799999964
50,29,238.5278800000051
51,29,4661.605879999999
52,29,5379.665880000004
53,29,9775.98288
54,29,9667.032880000002
55,29,12451.32388
28,30,-54601.507119999995
29,30,-47948.314119999995
30,30,-46777.10612
31,30,-38731.54212
32,30,-37720.72412
33,30,-31221.40312
34,30,-30159.63212
35,30,-25507.560120000006
36,30,-26209.03812000001
37,30,-21365.526120000006
38,30,-22426.061119999995
39,30,-17681.38612
40,30,-18621.330120000002
41,30,-14143.602119999985
42,30,-15377.98112
43,30,-11596.920119999999
44,30,-13311.07212
45,30,-9002.209120000003
46,30,-10396.034119999993
47,30,-6471.200120000005
48,30,-7329.2301199999965
49,30,-3582.5861200000036
50,30,-4087.170119999999
51,30,206.0498800000023
52,30,767.0788800000046
53,30,5195.32588
54,30,4958.088879999999
55,30,8014.492880000002
56,30,7889.499879999999
29,31,-48152.636119999996
30,31,-46907.29811999999
31,31,-40599.65811999999
32,31,-38899.73612
33,31,-32835.46312
34,31,-31878.90112
35,31,-25550.86212
36,31,-26543.569120000004
37,31,-21621.649120000005
38,31,-22796.738120000005
39,31,-18073.987119999994
40,31,-19181.089119999993
41,31,-14168.884120000006
42,31,-15935.322119999986
43,31,-11606.35212
44,31,-13305.743119999988
45,31,-9016.83312
46,31,-10278.01512
47,31,-6633.823119999997
48,31,-7478.121120000007
49,31,-3504.2531199999976
50,31,-4243.418120000006
51,31,461.95288000000073
52,31,891.929880000007
53,31,5178.302879999999
54,31,5089.746880000002
55,31,8245.798879999998
56,31,8110.790880000004
57,31,10867.290880000004
30,32,-52642.636119999996
31,32,-45863.85712
32,32,-46038.13911999999
33,32,-39120.859119999994
34,32,-38217.67711999999
35,32,-31879.298120000003
36,32,-31096.351119999996
37,32,-26656.078119999995
38,32,-27810.14511999999
39,32,-22937.11212000001
40,32,-24394.573120000005
41,32,-19546.911120000008
42,32,-21335.279119999996
43,32,-17046.85212
44,32,-18495.47012
45,32,-14321.30312
46,32,-15713.310119999998
47,32,-11753.48211999999
48,32,-12860.980119999997
49,32,-8798.25012
50,32,-9343.110120000001
51,32,-4585.7641200000035
52,32,-4185.644120000001
53,32,403.26788000000306
54,32,311.0048799999968
55,32,3456.5158800000027
56,32,3299.5138800000022
57,32,6435.277879999998
58,32,5837.363880000001
32,33,-46229.69211999999
33,33,-41307.72012
34,33,-39709.86812
35,33,-33377.16312
36,33,-32674.523119999994
37,33,-26287.160119999997
38,33,-27601.179119999997
39,33,-22442.544120000002
40,33,-23948.878119999998
41,33,-19134.51112
42,33,-20949.44312
43,33,-16220.810119999998
44,33,-17889.48112
45,33,-13707.647119999998
46,33,-15179.220120000002
47,33,-11331.28511999999
48,33,-12758.484119999997
49,33,-8488.576120000002
50,33,-9422.948120000005
51,33,-4402.309119999994
52,33,-3991.245119999996
53,33,842.9448799999991
54,33,653.0948800000078
55,33,3910.5388800000037
56,33,3753.4968800000024
57,33,6751.566880000002
58,33,6349.761880000002
59,33,9277.586879999999
33,34,-46232.930120000005
34,34,-46762.08512
35,34,-40047.35012
36,34,-39281.536120000004
37,34,-33029.67311999999
38,34,-32585.198119999997
39,34,-27867.606119999993
40,34,-29294.096120000006
41,34,-24666.338120000004
42,34,-26106.43412
43,34,-21635.113119999998
44,34,-22879.51012000001
45,34,-18825.28412
46,34,-20449.955119999988
47,34,-16463.588120000004
48,34,-17847.50612000001
49,34,-13506.128119999998
50,34,-14591.690120000003
51,34,-9542.560119999998
52,34,-8862.717120000005
53,34,-3993.291119999998
54,34,-4394.578120000002
55,34,-1243.3491200000026
56,34,-1226.8921199999932
57,34,1551.5048799999968
58,34,1133.6698799999976
59,34,4104.66488
60,34,3287.175879999999
61,34,6287.598880000001
34,35,-46850.11412
35,35,-41942.26312
36,35,-40505.06212
37,35,-34104.386119999996
38,35,-33461.21212
39,35,-27490.215119999997
40,35,-28697.89812
41,35,-24099.870119999996
42,35,-25053.82212
43,35,-20581.09812
44,35,-22041.252119999994
45,35,-17853.378119999998
46,35,-19677.397120000012
47,35,-15747.858119999994
48,35,-17460.15812000001
49,35,-13333.935029999997
50,35,-14727.471120000006
51,35,-9335.551849999993
52,35,-8553.980119999997
53,35,-3592.927190000006
54,35,-3707.37611999999
55,35,-451.6471199999978
56,35,-714.1421200000004
57,35,2583.810880000008
58,35,1941.1028800000022
59,35,4976.692879999999
60,35,4143.365880000001
61,35,6995.14388
62,35,6016.283879999999
63,35,8889.045880000001
37,36,-40404.39412
38,36,-40144.48011999999
39,36,-34454.65712
40,36,-33240.32612
41,36,-29093.385120000003
42,36,-29841.830119999995
43,36,-25754.426119999993
44,36,-27100.664120000005
45,36,-23036.057119999987
46,36,-24558.955210000004
47,36,-20676.575119999998
48,36,-22394.16839000001
49,36,-18552.338120000004
50,36,-19649.33704999999
51,36,-14684.826470000004
52,36,-13086.92812
53,36,-8080.629120000001
54,36,-8492.891120000004
55,36,-5404.211119999996
56,36,-5546.392119999993
57,36,-2533.5891200000005
58,36,-2717.966120000001
59,36,318.3438799999967
60,36,-661.5271200000025
61,36,2324.171879999998
62,36,1091.7148800000032
63,36,3976.5088799999976
64,36,3756.5158800000027
65,36,6398.513880000002
38,37,-41411.33812
39,37,-35794.72512
40,37,-34354.434120000005
41,37,-28830.41812
42,37,-29141.971120000006
43,37,-25144.163119999994
44,37,-26119.67612
45,37,-22018.98211999999
46,37,-23685.14111999999
47,37,-19891.54912
48,37,-21512.360770000003
49,37,-18240.059119999994
50,37,-19637.14812
51,37,-14228.54035
52,37,-12974.958690000003
53,37,-7586.580359999996
54,37,-7678.65912
55,37,-4964.141119999989
56,37,-5110.586119999996
57,37,-1838.0561199999975
58,37,-1947.0991200000026
59,37,1348.7338800000034
60,37,455.50288000000364
61,37,2406.459880000006
62,37,1316.8878799999984
63,37,4013.868879999998
64,37,3808.4738800000014
65,37,6422.55688
66,37,6022.277879999998
67,37,8566.674880000002
39,38,-42126.079119999995
40,38,-41066.58512
41,38,-35183.30012
42,38,-34281.10312
43,38,-29867.835120000007
44,38,-31004.536120000008
45,38,-27227.33312
46,38,-28728.119120000007
47,38,-25040.254119999987
48,38,-26771.29689
49,38,-23180.581550000006
50,38,-24781.16488
51,38,-19333.275119999995
52,38,-17794.55212000001
53,38,-12083.384119999992
54,38,-12513.095120000002
55,38,-9877.15912
56,38,-10171.863119999998
57,38,-7032.76512
58,38,-6709.411120000008
59,38,-3515.373119999993
60,38,-4235.03911999999
61,38,-2545.7081199999993
62,38,-3671.3931199999897
63,38,-823.8201200000003
64,38,-980.7061200000062
65,38,1632.1508799999974
66,38,1270.004880000004
67,38,4124.39788
68,38,3637.363880000001
69,38,6177.363880000001
40,39,-42345.57111999999
41,39,-36440.79811999999
42,39,-35085.55511999999
43,39,-29446.733119999994
44,39,-30823.890120000007
45,39,-26423.012119999996
46,39,-28073.108119999994
47,39,-24004.04412000001
48,39,-25985.827120000005
49,39,-22472.642119999993
50,39,-24506.691120000007
51,39,-19010.67412
52,39,-17615.983119999994
53,39,-12186.58312
54,39,-12474.199119999994
55,39,-10035.085119999992
56,39,-10228.545119999999
57,39,-7203.290120000009
58,39,-6598.151119999999
59,39,-2992.5241200000055
60,39,-3849.673119999996
61,39,-2182.120119999996
62,39,-3580.7531199999976
63,39,-942.541119999998
64,39,-1438.6831200000051
65,39,1358.7908799999968
66,39,1096.356880000003
67,39,3785.0238800000043
68,39,3345.6378799999984
69,39,5826.363880000001
70,39,5397.363880000001
41,40,-42017.05412
42,40,-41336.699120000005
43,40,-35694.295119999995
44,40,-35754.32811999999
45,40,-31704.922119999992
46,40,-32917.81712000001
47,40,-29210.099120000003
48,40,-30637.449119999994
49,40,-27146.11712
50,40,-28743.628120000012
51,40,-23412.47312
52,40,-21940.12912
53,40,-16626.63612
54,40,-16958.67812
55,40,-14589.736120000005
56,40,-15212.433120000005
57,40,-12293.057120000001
58,40,-11821.563119999995
59,40,-8156.5091199999915
60,40,-8990.76012000001
61,40,-6968.279119999996
62,40,-7932.817119999996
63,40,-5060.141120000004
64,40,-5562.031120000003
65,40,-2572.2431199999955
66,40,-3080.639119999996
67,40,-247.08911999999327
68,40,-889.9581199999993
69,40,1851.168880000001
70,40,1182.5618799999975
71,40,4067.1638800000037
72,40,3747.277879999998
73,40,6477.363880000001
42,41,-42295.54612
43,41,-36966.47812
44,41,-36082.32011999999
45,41,-31106.69712
46,41,-32507.36912
47,41,-28203.26411999999
48,41,-29883.57412000001
49,41,-26117.614120000002
50,41,-27765.72012
51,41,-22423.412119999997
52,41,-21146.642119999993
53,41,-15703.112119999994
54,41,-16121.829119999999
55,41,-13331.387120000003
56,41,-14033.561120000002
57,41,-10872.359119999997
58,41,-10933.28012
59,41,-7817.9021200000025
60,41,-9064.018119999997
61,41,-6247.872120000004
62,41,-7651.351119999996
63,41,-4392.767120000008
64,41,-5103.85212
65,41,-2001.5661199999922
66,41,-2535.653119999999
67,41,440.1688800000011
68,41,-287.4611199999963
69,41,2296.7468800000097
70,41,1556.6488800000043
71,41,4323.177879999999
72,41,3587.1768800000027
73,41,6377.363880000001
74,41,5627.363880000001
75,41,8307.36388
43,42,-42332.396120000005
44,42,-42553.563120000006
45,42,-37177.45311999999
46,42,-37259.189119999995
47,42,-33467.52812
48,42,-34644.84912
49,42,-30956.613119999998
50,42,-32226.527120000002
51,42,-26963.05811999999
52,42,-25631.012120000003
53,42,-20248.392120000008
54,42,-20779.19312
55,42,-17665.98112
56,42,-18436.968119999994
57,42,-14888.306119999997
58,42,-15903.451119999987
59,42,-12334.719119999998
60,42,-13682.551119999993
61,42,-10752.374120000011
62,42,-11913.463120000004
63,42,-8869.504120000001
64,42,-9771.670119999999
65,42,-6401.308120000005
66,42,-7115.680120000008
67,42,-4051.9541199999985
68,42,-4755.619119999992
69,42,-1799.621120000007
70,42,-2588.0721200000007
71,42,232.0388800000037
72,42,-563.7041199999985
73,42,2118.91288
74,42,1247.6578800000025
75,42,3964.363880000001
76,42,2701.363880000001
77,42,5417.363880000001
44,43,-43202.688120000006
45,43,-38042.93712
46,43,-37807.49312
47,43,-32527.332119999995
48,43,-33759.86912
49,43,-30184.538119999994
50,43,-31508.919119999995
51,43,-25999.75712
52,43,-24947.268119999997
53,43,-19380.68212
54,43,-19909.313119999995
55,43,-16494.46512000001
56,43,-17349.941120000007
57,43,-13938.716120000001
58,43,-14861.844119999998
59,43,-11488.166119999998
60,43,-12788.44312
61,43,-9535.170119999999
62,43,-11161.771119999994
63,43,-7823.12611999999
64,43,-8958.060119999998
65,43,-5742.214120000008
66,43,-6562.899119999991
67,43,-3515.7961200000027
68,43,-4428.85612
69,43,-1328.939119999999
70,43,-2168.860120000001
71,43,887.942880000006
72,43,-70.82011999999304
73,43,2864.576880000004
74,43,1822.6598800000029
75,43,4636.280880000002
76,43,3177.23488
77,43,5857.363880000001
78,43,4397.363880000001
79,43,7272.363880000001
46,44,-44166.43712
47,44,-38731.469119999994
48,44,-38809.84711999999
49,44,-34789.359119999994
50,44,-35727.14311999999
51,44,-30588.585120000007
52,44,-29315.398119999987
53,44,-23922.584120000003
54,44,-24679.775119999995
55,44,-21170.457119999995
56,44,-22194.808120000005
57,44,-18516.22712
58,44,-19657.941119999992
59,44,-15997.376120000004
60,44,-17455.08312
61,44,-14045.474120000003
62,44,-15506.545119999999
63,44,-12153.931119999997
64,44,-13441.384119999992
65,44,-10017.380120000005
66,44,-11184.109119999997
67,44,-7928.7101199999925
68,44,-8944.816120000007
69,44,-5706.581120000006
70,44,-6632.7971200000065
71,44,-3480.988119999998
72,44,-4501.278120000006
73,44,-1403.2791199999956
74,44,-2406.894120000001
75,44,674.1218800000024
76,44,-975.7961200000027
77,44,2060.165880000004
